OrderID,OrderDate,DeliveryDate,OriginCity,DestinationCity,Carrier,TransportMode,Warehouse,Weight_kg,Distance_km,ShippingCost_INR,CustomerRating,DeliveryStatus,TransitDays,Weight_kg_MinMax,Distance_km_MinMax,ShippingCost_INR_MinMax,Weight_kg_Zscore,Distance_km_Zscore,ShippingCost_INR_Zscore
ORD10758,2024-08-23,2024-08-27,Pune,Bengaluru,Bluedart,Road,Wh-Central,52.07,292.8,316.48,4.0,Delivered,4.0,0.6937683962660836,0.25617210941098845,0.7060718717778518,1.1782962512280604,-0.5364134843534909,0.9881182944806399
ORD10064,2024-06-01,2024-06-04,Bengaluru,Pune,Bluedart,Road,Wh-Central,26.2,411.7,202.33,2.0,Delivered,3.0,0.34567319821713893,0.3745969298191009,0.4664817880577513,-0.20101288930484343,-0.06512088170295707,-0.18732415179253198
ORD10357,2024-09-06,2024-09-12,Hyderabad,Bengaluru,Delhivery,Road,Wh-Central,18.14,827.0,225.47,5.0,Delivered,6.0,0.23722142797073412,0.788237198242054,0.5150504655635167,-0.6307473954005219,1.5810340205743074,0.050956515809405654
ORD10923,2024-05-27,2024-05-30,Lucknow,Chennai,Bluedart,Road,Wh-East,6.56,391.3,91.34,3.0,Delivered,3.0,0.08140610545790933,0.3542784576885249,0.23352424629608734,-1.2481575170615589,-0.1459818496934607,-1.330226973622224
ORD10725,2024-07-07,,Bengaluru,Delhi,Xpressbees,Road,Wh-Central,26.81,381.0,232.65,4.0,Cancelled,,0.35388108653603556,0.3440196212696556,0.5301206083678122,-0.1684895581983467,-0.1868087109827837,0.12489148527275547
ORD10938,2024-02-04,2024-02-13,Ahmedabad,Chennai,Delhivery,Sea,Wh-North,33.38,910.6,281.18,1.0,Delivered,9.0,0.4422840803969389,0.8715030938359833,0.6319805011662044,0.18180271289949568,1.9124054384177445,0.6246218568683493
ORD10396,2024-01-04,2024-01-11,Delhi,Hyderabad,Xpressbees,Rail,Wh-Central,19.27,497.5,207.48,3.0,Delivered,7.0,0.2524262046926246,0.4600540331918179,0.47729115232545616,-0.5704992574491428,0.2749708366100439,-0.13429280182926603
ORD10576,2024-01-03,,Lucknow,Ahmedabad,Delhivery,Road,Wh-Central,29.32,282.2,211.53,5.0,Delayed,,0.38765452863510214,0.24561447193137542,0.4857917203418067,-0.034664048235548466,-0.5784294775250273,-0.09258853632417309
ORD11032,2024-02-26,,Chennai,Lucknow,Delhivery,Road,Wh-North,5.92,307.1,123.94,1.0,Delayed,,0.07279455050037843,0.270414959973108,0.3019485715635011,-1.2822803562552603,-0.47973153130132407,-0.9945333796799954
ORD11079,2024-08-09,2024-08-09,Ahmedabad,Kolkata,Fedex,Air,Wh-East,8.67,105.0,179.46,3.0,Delivered,0.0,0.10979732570851904,0.06912264538539115,0.41847981508640925,-1.135658781594824,-1.2808100426190105,-0.4228245350274636
ORD10353,2024-12-18,2024-12-22,Chennai,Ahmedabad,Bluedart,Road,Wh-East,74.82875000000001,399.9,417.76,3.0,Delivered,4.0,1.0,0.3628440880965128,0.9186490393571051,2.3917230738837714,-0.11189340240334653,2.031033852593183
ORD10062,2024-03-01,2024-03-05,Pune,Mumbai,Xpressbees,Road,Wh-Central,18.19,382.3,183.95,4.0,Delivered,4.0,0.23789420570179123,0.3453144258662119,0.4279039016033015,-0.628081548588514,-0.1816558061598594,-0.37658943573910164
ORD10218,2024-02-13,2024-02-17,Jaipur,Bengaluru,Fedex,Rail,Wh-Central,13.01,564.6,91.06,1.0,Delivered,4.0,0.16819443276427548,0.5268858704448403,0.2329365527048335,-0.9042632783125358,0.5409400009317499,-1.3331102314843046
ORD10769,2024-11-29,2024-12-03,Pune,Ahmedabad,Fedex,Road,Wh-East,21.83,288.9,202.62,4.0,Delivered,4.0,0.2868724245227482,0.25228769562131953,0.4670904707058357,-0.4340079006743367,-0.5518721988222638,-0.18433792043537728
ORD10338,2024-07-16,2024-07-19,Pune,Hyderabad,Delhivery,Road,Wh-North,27.64,446.5,191.92,3.0,Delivered,3.0,0.3650491968715835,0.40925785286537775,0.44463217989720594,-0.12423650111901495,0.07281841663378462,-0.29451956016488196
ORD10434,2024-05-01,2024-05-08,Ahmedabad,Mumbai,Ekart,Rail,Wh-Central,6.91,858.4,248.34,4.0,Delivered,7.0,0.08611554957530905,0.8195117092665681,0.5630524385348588,-1.2294965893775034,1.7054964909126318,0.2864568990443373
ORD10275,2024-04-21,,Pune,Mumbai,Bluedart,Road,Wh-North,8.35,551.9,38.85,5.0,Delayed,,0.10549154822975358,0.5142366255400208,0.12335268699281911,-1.1527202011916748,0.49060008458472043,-1.870734849267242
ORD10992,2024-08-12,2024-08-13,Ahmedabad,Chennai,Xpressbees,Air,Wh-Central,4.52,167.0,71.58,5.0,Delivered,1.0,0.05395677403077957,0.1308748646057694,0.19204986999902923,-1.3569240669914824,-1.0350561202949307,-1.5337025998890477
ORD10942,2024-12-24,2024-12-27,Lucknow,Kolkata,Delhivery,Road,Wh-East,74.82875000000001,539.4,440.65,4.0,Delivered,3.0,1.0,0.5017865813423639,0.9666929904421081,2.3917230738837714,0.44105292282583336,2.266740182818263
ORD10829,2024-09-02,2024-09-07,Ahmedabad,Mumbai,Ekart,Road,Wh-South,49.48,566.0,372.4,5.0,Delivered,5.0,0.6589185097973256,0.5282802753949778,0.8234426775739797,1.0402053863660492,0.5464892830487451,1.5639460789361435
ORD11174,2024-01-19,2024-01-20,Jaipur,Pune,Bluedart,Air,Wh-North,20.61,150.4,168.68,3.0,Delivered,1.0,0.27045664788495494,0.11434120591128102,0.39585361182313566,-0.49905456288733013,-1.1008547511107325,-0.5338299627175626
ORD11029,2024-10-09,2024-10-11,Delhi,Hyderabad,Delhivery,Road,Wh-North,8.35,400.8,126.96,4.0,Delivered,2.0,0.10549154822975358,0.36374049127874414,0.3082872667263105,-1.1527202011916748,-0.10832600675670652,-0.9634353841675559
ORD10695,2024-11-14,2024-11-19,Pune,Chennai,Fedex,Road,Wh-South,25.67,396.9,212.0,1.0,Delivered,5.0,0.3385417542679337,0.35985607748907517,0.48677820601284,-0.2292708655121274,-0.12378472122547943,-0.08774878205568085
ORD10235,2024-12-09,2024-12-13,Ahmedabad,Chennai,Delhivery,Road,Wh-West,24.19,465.7,197.87,4.0,Delivered,4.0,0.3186275334286435,0.42838112075297874,0.4571206687113506,-0.30817993114756215,0.14892285709543515,-0.23325033059567132
ORD10697,2024-10-25,,Kolkata,Chennai,Delhivery,Road,Wh-Central,26.13,352.6,167.18,3.0,Delayed,,0.344731309393659,0.3157331208525791,0.39270525329856143,-0.20474507484165455,-0.2993798624989751,-0.549275986978708
ORD10586,2024-03-09,2024-03-12,Mumbai,Bengaluru,Ekart,Rail,Wh-West,54.32,280.9,259.5,4.0,Delivered,3.0,0.7240433941636532,0.2443196673348191,0.5864762259576912,1.2982593577684172,-0.5835823823479516,0.4013753195472597
ORD10466,2024-01-29,2024-02-04,Pune,Kolkata,Xpressbees,Rail,Wh-East,22.86,572.0,143.39,4.0,Delivered,6.0,0.30073164578252454,0.5342562966098531,0.3427722870988138,-0.3790914563469732,0.5702719206930109,-0.7942499317604758
ORD10428,2024-06-08,2024-06-21,Delhi,Lucknow,Dhl,Sea,Wh-Central,15.33,1039.6124999999997,158.64,4.0,Delivered,13.0,0.199411319485325,1.0,0.37478059876531866,-0.7805679862353677,2.423781694931217,-0.6372153517721633
ORD10100,2024-06-14,2024-06-15,Chennai,Kolkata,Xpressbees,Air,Wh-East,74.82875000000001,111.8,447.66,5.0,Delivered,1.0,1.0,0.07589546942891648,0.9814063192802851,2.3917230738837714,-1.253856386622176,2.3389246028653505
ORD10534,2024-08-12,2024-08-26,Kolkata,Chennai,Fedex,Sea,Wh-North,22.42,1039.6124999999997,319.66,1.0,Delivered,14.0,0.2948112017492221,1.0,0.7127463918499491,-0.4025509082926429,2.423781694931217,1.0208638659142684
ORD10182,2024-11-28,2024-12-02,Bengaluru,Mumbai,Ekart,Road,Wh-Central,15.5,518.9,186.0,2.0,Delivered,4.0,0.20169876377091916,0.48136850885820653,0.43220665825355303,-0.7715041070745408,0.3597955775412585,-0.3554798692488694
ORD10332,2024-09-20,2024-09-23,Lucknow,Pune,Delhivery,Road,Wh-Central,16.62,412.9,202.33,4.0,Delivered,3.0,0.21676898494659824,0.375792134062076,0.4664817880577513,-0.711789138485563,-0.060364354174103955,-0.18732415179253198
ORD10670,2024-01-24,2024-01-26,Delhi,Pune,Bluedart,Road,Wh-North,21.95,184.0,195.77,4.0,Delivered,2.0,0.28848709107728526,0.1478069247145828,0.45271296677694656,-0.4276098683255176,-0.9676719803028442,-0.25487476456127495
ORD10814,2024-09-12,2024-09-14,Bengaluru,Lucknow,Bluedart,Air,Wh-Central,48.45,243.5,264.93,5.0,Delivered,2.0,0.6450592885375493,0.20706913509542965,0.5978732838166501,0.9852889420386862,-0.7318274903305416,0.45728992737260643
ORD10628,2024-04-20,,Hyderabad,Mumbai,Ekart,Road,Wh-East,20.75,380.1,195.71,5.0,In Transit,,0.27234042553191484,0.3431232180874243,0.4525870324359636,-0.49159019181370794,-0.19037610662942347,-0.2554926055317208
ORD10917,2024-11-10,2024-11-13,Jaipur,Chennai,Dhl,Road,Wh-West,44.67,246.3,266.56,3.0,Delivered,3.0,0.5941972920696325,0.20985794499570481,0.6012945000800207,0.7837509230508866,-0.7207289260965509,0.4740746070697178
ORD10738,2024-05-17,2024-05-20,Delhi,Mumbai,Xpressbees,Road,Wh-Central,2.19,338.9,85.74,1.0,Delivered,3.0,0.022605331763518623,0.3020878724119471,0.22177037447101014,-1.481152528431052,-0.3536835517867155,-1.387892130863834
ORD10258,2024-01-06,2024-01-08,Kolkata,Ahmedabad,Delhivery,Air,Wh-Central,40.31,246.4,214.39,4.0,Delivered,2.0,0.5355310739214532,0.20995754534928607,0.49179459059532826,0.5512890810437949,-0.7203325488024798,-0.06313811673292251
ORD10138,2024-12-09,2024-12-18,Lucknow,Chennai,Dhl,Sea,Wh-North,56.0,1019.0,351.6,4.0,Delivered,9.0,0.7466487259271718,0.979469877118064,0.7797854393665502,1.3878318106518837,2.3420784251908136,1.3497612091815931
ORD10588,2024-11-01,2024-11-02,Chennai,Mumbai,Delhivery,Air,Wh-North,27.74,122.6,137.1,5.0,Delivered,1.0,0.36639475233369767,0.08665230761569206,0.3295701703524324,-0.1189048074949992,-1.2110476388624976,-0.8590202601622124
ORD11005,2024-02-23,2024-02-29,Lucknow,Ahmedabad,Dhl,Sea,Wh-South,37.53,574.3,275.33,3.0,Delivered,6.0,0.49812463207467833,0.5365471047422219,0.6197019029203648,0.4030679982961539,0.579388598456646,0.5643823622498816
ORD10602,2024-09-22,,Delhi,Mumbai,Delhivery,Road,Wh-South,22.13,465.9,151.5,3.0,Delayed,,0.29090909090909084,0.42858032146014124,0.3597944121883453,-0.41801281980228905,0.14971561168357728,-0.7107384272552156
ORD10378,2024-07-18,2024-07-19,Delhi,Jaipur,Delhivery,Air,Wh-Central,27.81,111.9,223.94,3.0,Delivered,1.0,0.3673366411571776,0.07599506978249776,0.511839139868451,-0.11517262195818807,-1.2534600093281048,0.035201571063037236
ORD10594,2024-02-21,2024-02-26,Lucknow,Kolkata,Dhl,Rail,Wh-East,28.17,378.3,213.56,5.0,Delivered,5.0,0.3721806408207888,0.3413304117229617,0.49005249887839725,-0.09597852491173081,-0.19751089792270327,-0.0716849168240895
ORD11115,2024-03-04,2024-03-05,Kolkata,Chennai,Xpressbees,Air,Wh-North,27.66,211.3,193.12,4.0,Delivered,1.0,0.36531830796400633,0.17499782124226548,0.44715086671686544,-0.1231701623942118,-0.8594609790214347,-0.28216274075596537
ORD10587,2024-09-23,2024-09-26,Jaipur,Ahmedabad,Ekart,Road,Wh-Central,60.31,236.8,295.75,4.0,Delivered,3.0,0.804642166344294,0.20039591140548557,0.6625615569682356,1.6176278058469675,-0.7583847690333051,0.774654239191609
ORD10040,2024-11-01,2024-11-03,Jaipur,Hyderabad,Dhl,Air,Wh-North,1.23,141.1,30.77,5.0,Delivered,2.0,0.009687999327222268,0.10507837302822429,0.10639352907377914,-1.5323367872216043,-1.1377178394593448,-1.953937433287279
ORD10984,2024-02-24,2024-02-26,Lucknow,Mumbai,Dhl,Road,Wh-West,18.13,184.7,84.7,4.0,Delivered,2.0,0.2370868724245227,0.14850412718965156,0.21958751256063866,-0.6312805647629236,-0.9648973392443465,-1.3986013743515615
ORD10891,2024-05-26,2024-05-31,Jaipur,Hyderabad,Fedex,Road,Wh-East,16.87,407.9,113.71,1.0,Delivered,5.0,0.22013287360188374,0.3708121163830132,0.28047676642590463,-0.6984599044255233,-0.0801832188776588,-1.0998752651410078
ORD10072,2024-04-10,,Delhi,Hyderabad,Delhivery,Rail,Wh-South,41.63,735.3,360.98,5.0,In Transit,,0.5532924060213606,0.6969036740080429,0.7994731746735545,0.6216674368808044,1.2175560419111116,1.4463503475612896
ORD10721,2024-03-11,2024-03-17,Pune,Bengaluru,Bluedart,Road,Wh-West,26.2,778.6,155.23,5.0,Delivered,6.0,0.34567319821713893,0.7400306271087265,0.36762333038611983,-0.20101288930484343,1.3891874102438968,-0.6723293135925006
ORD10504,2024-11-09,2024-11-12,Kolkata,Bengaluru,Xpressbees,Road,Wh-East,17.72,249.1,137.98,5.0,Delivered,3.0,0.23157009502985446,0.21264675489597995,0.33141720735351593,-0.6531405086213886,-0.7096303618625602,-0.8499585925956737
ORD10548,2024-02-27,2024-03-02,Pune,Bengaluru,Delhivery,Rail,Wh-West,26.91,291.7,274.1,5.0,Delivered,4.0,0.3552266419981498,0.25507650552159467,0.617120248930214,-0.16315786457433076,-0.5407736345882731,0.5517166223557427
ORD10084,2024-08-17,2024-08-18,Mumbai,Chennai,Xpressbees,Air,Wh-North,5.75,157.4,92.81,4.0,Delivered,1.0,0.07050710621478429,0.12131323066196889,0.2366096376501701,-1.2913442354160873,-1.0731083405257558,-1.3150898698463016
ORD10032,2024-07-21,2024-07-25,Kolkata,Hyderabad,Dhl,Rail,Wh-South,18.94,675.4,199.23,5.0,Delivered,4.0,0.24798587166764777,0.637243062212871,0.45997518044029784,-0.588093846408395,0.9801260427625248,-0.21924593526556624
ORD10308,2024-10-20,2024-10-25,Chennai,Bengaluru,Ekart,Rail,Wh-South,15.0,433.8,170.44,4.0,Delivered,5.0,0.19497098646034813,0.39660860796055836,0.3995476858253028,-0.7981625751946201,0.02247850028675539,-0.5157066275844853
ORD10598,2024-09-19,,Delhi,Pune,Dhl,Road,Wh-Central,25.68,536.6,252.08,5.0,In Transit,,0.3386763098141451,0.4989977714420888,0.570902345789464,-0.2287376961497259,0.42995435859184283,0.3249689862021268
ORD10886,2024-04-14,2024-04-18,Kolkata,Ahmedabad,Bluedart,Road,Wh-East,16.28,661.0,192.81,5.0,Delivered,4.0,0.21219409637540998,0.6229006112971702,0.44650020595512013,-0.7299168968072169,0.923047712416287,-0.2853549191032688
ORD11102,2024-06-28,,Delhi,Chennai,Dhl,Road,Wh-North,36.98,369.6,203.89,4.0,In Transit,,0.49072407703305015,0.3326651809613925,0.4697560809233085,0.37374368336406644,-0.23199572250688863,-0.17126028656094094
ORD10532,2024-07-05,2024-07-13,Mumbai,Chennai,Delhivery,Rail,Wh-Central,23.37,815.7,225.91,4.0,Delivered,8.0,0.307593978639307,0.7769823582873722,0.5159739840640585,-0.3518998188644923,1.5362433863442737,0.05548734959267497
ORD10191,2024-06-16,,Kolkata,Delhi,Dhl,Road,Wh-West,26.2,310.1,194.76,2.0,Delayed,,0.34567319821713893,0.27340297058054563,0.4505930720370666,-0.20101288930484343,-0.46784021247919116,-0.26527508756377977
ORD10570,2024-05-27,2024-05-30,Delhi,Mumbai,Fedex,Rail,Wh-Central,15.21,521.7,174.51,4.0,Delivered,3.0,0.197796652930788,0.4841573187584818,0.40809023195531424,-0.7869660185841867,0.3708941417752495,-0.4737964150892439
ORD11110,2024-04-29,2024-05-02,Jaipur,Mumbai,Bluedart,Road,Wh-Central,33.11,246.4,202.33,5.0,Delivered,3.0,0.4386510806492305,0.20995754534928607,0.4664817880577513,0.16740714011465269,-0.7203325488024798,-0.18732415179253198
ORD10529,2024-08-17,,Bengaluru,Mumbai,Xpressbees,Road,Wh-East,34.92,278.2,219.37,5.0,Delayed,,0.4630056345134976,0.24163045778812522,0.5022471408969148,0.2639107947093399,-0.5942845692878711,-0.011857316185919287
ORD10368,2024-04-22,,Chennai,Jaipur,Dhl,Road,Wh-Central,12.99,229.5,55.97,4.0,Delayed,,0.16792532167185265,0.19312508559405392,0.15928595228662654,-0.9053296170373387,-0.7873203115004952,-1.6944442257000347
ORD10277,2024-07-06,,Delhi,Ahmedabad,Fedex,Road,Wh-West,25.84,226.0,238.15,5.0,Cancelled,,0.34082919855352783,0.18963907321870999,0.5416645896245844,-0.2202069863513005,-0.8011935167929836,0.18152690756362228
ORD10987,2024-10-13,2024-10-18,Mumbai,Lucknow,Delhivery,Sea,Wh-South,29.8,716.5,326.09,4.0,Delivered,5.0,0.3941131948532503,0.6781788075347669,0.7262423553919574,-0.009071918840272301,1.1430371106257458,1.087075823247045
ORD10981,2024-06-06,2024-06-12,Pune,Chennai,Dhl,Road,Wh-East,21.62,436.9,217.6,2.0,Delivered,6.0,0.28404675805230845,0.39969621892157725,0.49853207783791714,-0.44520445728476987,0.03476619640295925,-0.03008362481407107
ORD10436,2024-01-10,2024-01-14,Jaipur,Lucknow,Dhl,Road,Wh-East,63.04,584.3,338.13,4.0,Delivered,4.0,0.8413758304600117,0.5465071401003474,0.7515131798158734,1.7631830417826004,0.6190263278637557,1.2110559113165063
ORD10070,2024-05-05,2024-05-06,Bengaluru,Ahmedabad,Fedex,Air,Wh-North,57.92,94.4,324.85,5.0,Delivered,1.0,0.7724833907997645,0.05856500790577809,0.723639712344976,1.4902003282329883,-1.3228260357905466,1.0743071098578318
ORD11191,2024-11-25,2024-11-30,Chennai,Hyderabad,Dhl,Road,Wh-West,7.35,550.5,59.75,1.0,Delivered,5.0,0.09203599360861155,0.5128422205898833,0.16721981576855363,-1.2060371374318335,0.48505080246772514,-1.6555202445619481
ORD10539,2024-02-27,2024-02-29,Pune,Kolkata,Ekart,Road,Wh-North,74.82875000000001,314.4,100.7,4.0,Delivered,2.0,1.0,0.27768578578453956,0.25317000348943064,2.3917230738837714,-0.4507959888341342,-1.2338437822326762
ORD10827,2024-08-23,2024-08-26,Ahmedabad,Mumbai,Dhl,Road,Wh-Central,69.12,524.1,401.99,3.0,Delivered,3.0,0.9231856025565552,0.48654772724443185,0.8855492967354145,2.087350014122765,0.3804071968329557,1.868644650861007
ORD10855,2024-04-23,2024-04-24,Chennai,Delhi,Dhl,Air,Wh-South,58.07,121.0,368.5,5.0,Delivered,1.0,0.7745017239929358,0.08505870195839198,0.8152569454100868,1.498197868669012,-1.217389675567635,1.5237864158571655
ORD11072,2024-10-05,2024-10-09,Lucknow,Hyderabad,Bluedart,Road,Wh-North,21.02,616.9,160.18,4.0,Delivered,4.0,0.2759734252796232,0.5789768553678367,0.37801291351721494,-0.4771946190288651,0.7482453257309333,-0.6213574335307204
ORD10776,2024-05-28,2024-05-31,Chennai,Ahmedabad,Delhivery,Road,Wh-South,23.31,382.4,123.31,5.0,Delivered,3.0,0.3067866453620384,0.3454140262197931,0.3006262609831799,-0.3550988350389019,-0.18125942886578844,-1.0010207098696766
ORD10527,2024-04-27,,Ahmedabad,Delhi,Ekart,Road,Wh-East,21.64,382.4,195.97,5.0,Cancelled,,0.2843158691447313,0.3454140262197931,0.45313274791355646,-0.4441381185599667,-0.18125942886578844,-0.252815294659789
ORD11131,2024-07-27,2024-07-31,Hyderabad,Lucknow,Ekart,Road,Wh-North,22.03,470.2,202.33,4.0,Delivered,4.0,0.28956353544697666,0.43286313666413523,0.4664817880577513,-0.4233445134263048,0.16675983532863448,-0.18732415179253198
ORD10132,2024-09-21,2024-09-22,Chennai,Kolkata,Fedex,Air,Wh-Central,60.51,115.3,253.76,3.0,Delivered,1.0,0.8073332772685223,0.07938148180426041,0.5744285073369871,1.628291193094999,-1.2399831813296875,0.34226853337460955
ORD10222,2024-03-08,2024-03-15,Delhi,Kolkata,Ekart,Rail,Wh-East,46.41,524.6,283.98,2.0,Delivered,7.0,0.6176099571104195,0.4870457290123381,0.637857437078743,0.8765223921087623,0.38238908330331123,0.6534544354891543
ORD11187,2024-01-03,2024-01-06,Delhi,Lucknow,Bluedart,Road,Wh-West,10.12,448.2,204.61,4.0,Delivered,3.0,0.12930787990917497,0.4109510588762591,0.4712672930151042,-1.0583492240465944,0.07955683063299322,-0.16384619491559083
ORD10267,2024-12-09,2024-12-14,Delhi,Ahmedabad,Xpressbees,Road,Wh-South,25.03,586.1,158.45,4.0,Delivered,5.0,0.3299301993104028,0.5482999464648101,0.3743818066855393,-0.26339370470582896,0.6261611191570357,-0.639171848178575
ORD10970,2024-10-03,,Hyderabad,Chennai,Xpressbees,Air,Wh-Central,14.03,126.8,111.06,4.0,Delayed,,0.18191909847784035,0.09083552246610477,0.2749146663658235,-0.849880003347574,-1.1943997925115115,-1.127163241335698
ORD10081,2024-11-14,2024-11-20,Mumbai,Hyderabad,Fedex,Rail,Wh-South,4.53,481.3,38.55,2.0,Delivered,6.0,0.054091329576991004,0.44391877591165463,0.12272301528790425,-1.3563908976290808,0.2107577149705263,-1.873824054119471
ORD11082,2024-12-08,2024-12-09,Kolkata,Hyderabad,Fedex,Road,Wh-East,23.87,134.0,137.11,2.0,Delivered,1.0,0.314321755949878,0.09800674792395517,0.329591159409263,-0.32524135074441296,-1.1658606273383925,-0.858917286667138
ORD10610,2024-10-07,2024-10-10,Mumbai,Ahmedabad,Bluedart,Rail,Wh-North,22.13,227.7,129.89,4.0,Delivered,3.0,0.29090909090909084,0.1913322792295913,0.31443706037764557,-0.41801281980228905,-0.794455102793775,-0.9332641501107851
ORD10115,2024-08-24,2024-08-28,Kolkata,Ahmedabad,Delhivery,Road,Wh-East,20.42,315.7,182.83,5.0,Delivered,4.0,0.26790009250693797,0.2789805903810959,0.4255531272382861,-0.5091847807729601,-0.4456430840112099,-0.3881224671874234
ORD10699,2024-09-29,2024-09-30,Pune,Mumbai,Bluedart,Air,Wh-East,43.43,213.2,302.87,4.0,Delivered,1.0,0.5775124043394163,0.17689022796030932,0.6775057654315481,0.7176379221130897,-0.851929810434084,0.8479713676845131
ORD10412,2024-05-10,,Jaipur,Ahmedabad,Dhl,Air,Wh-East,20.67,187.3,203.51,4.0,In Transit,,0.2712639811622235,0.15109373638276422,0.46895849676374973,-0.49585554671292054,-0.9545915295984979,-0.17517327937376442
ORD10888,2024-03-19,,Chennai,Delhi,Delhivery,Road,Wh-Central,8.66,533.6,194.36,5.0,Delayed,,0.10966277016230762,0.4960097608346511,0.44975350976384687,-1.1361919509572258,0.41806303976970993,-0.26939402736675166
ORD10208,2024-02-15,2024-02-25,Mumbai,Jaipur,Fedex,Sea,Wh-North,20.67,628.8,201.01,3.0,Delivered,10.0,0.2712639811622235,0.590829297444006,0.463711232556126,-0.49585554671292054,0.7954142237253937,-0.20091665314234022
ORD10344,2024-11-27,2024-11-29,Ahmedabad,Pune,Xpressbees,Air,Wh-North,8.51,197.8,149.83,4.0,Delivered,2.0,0.10764443696913631,0.16155177350879601,0.3562892396976526,-1.1441894913932495,-0.9129719137210328,-0.7279350009326242
ORD10329,2024-02-16,2024-02-18,Delhi,Pune,Dhl,Road,Wh-North,18.68,203.9,153.6,4.0,Delivered,2.0,0.24448742746615082,0.16762739507725258,0.36420211412274917,-0.6019562498308363,-0.8887928987826959,-0.689113993289612
ORD11114,2024-11-12,2024-11-15,Mumbai,Bengaluru,Bluedart,Road,Wh-South,8.27,282.0,61.47,3.0,Delivered,3.0,0.10441510386006221,0.24541527122421292,0.1708299335433988,-1.1569855560908877,-0.5792222321131694,-1.637808803409168
ORD10014,2024-03-29,,Lucknow,Jaipur,Fedex,Road,Wh-East,30.38,317.8,243.41,5.0,Delayed,,0.40191741653351265,0.28107219780630227,0.5527048335174247,0.021851904179019613,-0.43731916083571676,0.2356909659727057
ORD10306,2024-04-10,2024-04-15,Jaipur,Chennai,Xpressbees,Road,Wh-West,10.0,502.3,172.56,4.0,Delivered,5.0,0.12769321335463796,0.4648348501637182,0.40399736587336776,-1.0647472563954132,0.2939969467254566,-0.4938762466287329
ORD10485,2024-11-12,2024-11-18,Chennai,Mumbai,Xpressbees,Rail,Wh-West,23.67,490.2,216.65,4.0,Delivered,6.0,0.31163064502564963,0.4527832073803863,0.49653811743902015,-0.33590473799244464,0.24603529414285383,-0.03986610684612976
ORD10819,2024-10-30,2024-10-31,Lucknow,Ahmedabad,Delhivery,Air,Wh-South,49.62,159.0,323.12,4.0,Delivered,1.0,0.6608022874442855,0.12290683631926898,0.7200086055133004,1.0476697574396716,-1.0667663038206183,1.0564926952099771
ORD10722,2024-06-28,2024-06-30,Ahmedabad,Jaipur,Ekart,Air,Wh-East,44.08,153.0,240.41,5.0,Delivered,2.0,0.5862585148431586,0.11693081510439365,0.5464081164682763,0.7522939306691928,-1.0905489414648841,0.20479891745041473
ORD10729,2024-05-11,2024-05-17,Bengaluru,Kolkata,Delhivery,Road,Wh-West,18.76,482.5,150.67,2.0,Delivered,6.0,0.24556387183584222,0.44511398015462966,0.3580523204714141,-0.5976908949316235,0.21551424249937942,-0.7192852273463829
ORD10680,2024-01-23,2024-01-28,Hyderabad,Jaipur,Bluedart,Rail,Wh-Central,40.33,464.2,313.61,5.0,Delivered,5.0,0.5358001850138759,0.42688711544925995,0.7000480124674997,0.5523554197685979,0.1429771976843687,0.9585649013943148
ORD11031,2024-08-05,2024-08-07,Lucknow,Kolkata,Fedex,Air,Wh-North,19.87,140.7,202.67,5.0,Delivered,2.0,0.26049953746530985,0.10467997161389926,0.4671954159899881,-0.5385090957050475,-1.139303348635629,-0.18382305296000592
ORD11170,2024-04-25,2024-05-05,Chennai,Hyderabad,Delhivery,Sea,Wh-East,44.41,925.4,350.29,5.0,Delivered,10.0,0.5906988478681354,0.8862439461660091,0.7770358729217554,0.7698885196284451,1.9710692779402665,1.3362716813268594
ORD10957,2024-03-23,2024-04-04,Kolkata,Delhi,Xpressbees,Sea,Wh-Central,25.52,1039.6124999999997,158.16,4.0,Delivered,12.0,0.33652342107476235,1.0,0.3737731240374549,-0.2372684059481513,2.423781694931217,-0.6421580795357297
ORD10988,2024-11-19,2024-11-24,Mumbai,Chennai,Fedex,Road,Wh-South,74.82875000000001,706.2,456.51875000000007,5.0,Delivered,5.0,1.0,0.6679199711158976,1.0,2.3917230738837714,1.102210249336423,2.430146247814299
ORD11103,2024-04-20,2024-04-24,Jaipur,Mumbai,Xpressbees,Road,Wh-West,13.43,436.7,142.24,2.0,Delivered,4.0,0.17384576570515514,0.39949701821441475,0.3403585455633069,-0.881870165091669,0.0339734418148171,-0.8060918836940204
ORD10006,2024-09-23,2024-09-26,Delhi,Mumbai,Xpressbees,Road,Wh-North,26.2,226.2,282.01,5.0,Delivered,3.0,0.34567319821713893,0.1898382739258725,0.6337225928831355,-0.20101288930484343,-0.8004007622048414,0.6331686569595163
ORD10978,2024-12-07,2024-12-13,Kolkata,Chennai,Dhl,Rail,Wh-East,10.54,699.0,98.08,3.0,Delivered,6.0,0.13495921285005463,0.6607487456580473,0.24767087059984097,-1.0359561108257276,1.0736710841633037,-1.2608228379421438
ORD10817,2024-12-16,2024-12-21,Kolkata,Hyderabad,Delhivery,Road,Wh-Central,69.55,446.1,384.83,4.0,Delivered,5.0,0.9289714910436463,0.4088594514510528,0.849532075214285,2.110276296706033,0.07123290745750033,1.6919421333135025
