OrderID,OrderDate,DeliveryDate,OriginCity,DestinationCity,Carrier,TransportMode,Warehouse,Weight_kg,Distance_km,ShippingCost_INR,CustomerRating,DeliveryStatus
ORD11095,2024-08-20,,Ahmedabad,Lucknow,BlueDart,Air,WH-North,52.75,117.6,346.24,2.0,Cancelled
ORD10408,2024-05-05,2024-05-16,Kolkata,Chennai,DHL,Sea,WH-East,31.43,1571.1,,5.0,Delivered
ORD10512,2024-07-19,2024-07-20,Hyderabad,Delhi,DHL,Air,WH-East,13.04,117.9,,3.0,Delivered
ORD10559,2024-04-27,2024-05-10,Mumbai,Bengaluru,XpressBees,Sea,WH-East,14.71,1580.1,245.53,4.0,Delivered
ORD10269,2024-07-14,2024-07-24,Ahmedabad,Hyderabad,FedEx,Sea,WH-West,1.04,1117.1,132.18,3.0,Delivered
ORD10472,2024-02-12,2024-02-13,Mumbai,Ahmedabad,FedEx,Air,WH-West,76.33,204.1,446.67,3.0,Delivered
ORD10525,2024-05-01,2024-05-04,Bengaluru,Mumbai,BlueDart,Road,WH-North,,220.1,273.02,5.0,Delivered
ORD11006,2024-07-28,2024-08-02,Pune,Kolkata,XpressBees,Road,WH-East,55.49,648.0,342.35,4.0,Delivered
ORD10319,2024-01-05,2024-01-10,Bengaluru,Mumbai,FedEx,Road,WH-South,27.69,568.8,185.64,4.0,Delivered
ORD10837,2024-08-31,,Bengaluru,Ahmedabad,BlueDart,Air,WH-Central,64.62,64.0,353.45,3.0,Delayed
ORD10262,2024-11-16,2024-11-20,Mumbai,Hyderabad,XpressBees,Road,WH-East,32.4,548.2,177.06,4.0,Delivered
ORD10977,2024-09-22,2024-09-23,Jaipur,Mumbai,FedEx,Air,WH-Central,52.13,202.1,210.3,,Delivered
ORD10386,2024-04-10,2024-04-15,Kolkata,Ahmedabad,DHL,Rail,WH-North,36.95,406.3,278.22,3.0,Delivered
ORD10099,2024-01-19,2024-02-02,Bengaluru,Pune,BlueDart,Sea,WH-East,79.07,-1668.3,553.6,5.0,Delivered
ORD10224,2024-01-23,2024-01-30,Kolkata,Lucknow,BlueDart,Rail,WH-West,61.91,602.2,343.0,1.0,Delivered
ORD10806,2024-10-24,2024-10-24,Mumbai,Jaipur,Delhivery,Air,WH-South,27.12,122.2,244.88,4.0,Delivered
ORD10958,2024-06-19,2024-06-22,Kolkata,Ahmedabad,DHL,Road,WH-Central,,-254.5,223.29,4.0,Delivered
ORD10113,2024-06-11,2024-06-13,Jaipur,Mumbai,BlueDart,Road,WH-North,25.82,250.2,176.91,5.0,Delivered
ORD10666,2024-06-30,2024-07-08,Kolkata,Chennai,Ekart,Rail,WH-West,987.1678105523143,789.0,262.23,5.0,Delivered
ORD10638,2024-05-02,,Mumbai,Lucknow,Ekart,Road,WH-Central,46.66,300.7,214.41,1.0,Delayed
ORD11141,2024-09-06,,Pune,Bengaluru,FedEx,Sea,WH-Central,23.66,579.2,205.43,3.0,In Transit
ORD10102,2024-06-04,2024-06-04,Mumbai,Hyderabad,Delhivery,Air,WH-South,5.31,93.8,161.47,5.0,Delivered
ORD10971,2024-11-18,2024-11-21,Delhi,Chennai,XpressBees,Road,WH-East,15.34,325.6,132.65,4.0,Delivered
ORD10617,2024-09-02,,Delhi,Jaipur,DHL,Road,WH-West,53.26,332.3,354.07,3.0,Delayed
ORD10369,2024-11-02,,chennai,Bengaluru,BlueDart,Road,WH-South,10.47,520.1,99.37,4.0,In Transit
ORD10764,2024-01-05,2024-01-08,Pune,Mumbai,FedEx,Road,WH-West,7.64,312.7,148.12,3.0,Delivered
ORD10376,2024-05-30,2024-06-03,Delhi,Bengaluru,FedEx,Road,WH-North,18.3,529.7,122.19,5.0,Delivered
ORD11168,2024-12-23,,Ahmedabad,Chennai,Delhivery,Sea,WH-Central,21.38,2233.1,361.55,5.0,Delayed
ORD10937,2024-03-24,2024-03-27,Mumbai,Lucknow,XpressBees,Road,WH-Central,16.11,244.7,103.49,4.0,Delivered
ORD10571,2024-11-11,2024-11-14,Kolkata,Bengaluru,Ekart,Rail,WH-West,10.97,420.4,108.62,4.0,Delivered
ORD10488,2024-01-29,2024-01-31,Ahmedabad,Bengaluru,BlueDart,Road,WH-South,5.08,203.1,,5.0,Delivered
ORD10904,2024-02-29,2024-03-04,Hyderabad,Ahmedabad,XpressBees,Road,WH-East,4.96,319.9,66.01,5.0,Delivered
ORD10596,2024-08-06,2024-08-10,Lucknow,Ahmedabad,DHL,Road,WH-West,,524.4,171.48,2.0,Delivered
ORD10536,2024-02-23,2024-02-24,Chennai,Mumbai,BlueDart,Air,WH-East,42.64,80.9,288.33,4.0,Delivered
ORD10171,2024-04-06,,Hyderabad,Kolkata,Ekart,Road,WH-West,15.37,516.8,186.73,2.0,Delayed
ORD10377,2024-02-23,2024-02-26,Kolkata,Pune,BlueDart,Road,WH-North,20.23,203.0,114.82,4.0,Delivered
ORD10706,2024-04-08,2024-04-12,Lucknow,Mumbai,DHL,Road,WH-Central,10.24,260.6,79.61,2.0,Delivered
ORD10057,2024-05-20,2024-05-21,Mumbai,Lucknow,BlueDart,Air,WH-East,46.57,72.6,269.2,5.0,Delivered
ORD10050,2024-02-13,2024-02-15,Mumbai,Ahmedabad,XpressBees,Road,WH-West,29.47,358.9,247.75,4.0,Delivered
ORD10152,2024-03-08,2024-03-09,lucknow,Bengaluru,Ekart,Air,WH-North,62.75,99.9,348.59,4.0,Delivered
ORD10271,2024-01-11,2024-01-25,Ahmedabad,Kolkata,BlueDart,Sea,WH-West,30.23,1446.1,334.54,5.0,Delivered
ORD10131,2024-02-06,2024-02-11,Kolkata,Lucknow,FedEx,Road,WH-West,18.21,789.4,201.91,,Delivered
ORD10401,2024-05-25,,Lucknow,Jaipur,XpressBees,Road,WH-West,,624.2,133.65,1.0,Cancelled
ORD10016,2024-09-29,2024-10-03,Chennai,Mumbai,XpressBees,Road,WH-East,48.68,481.8,324.12,2.0,Delivered
ORD10299,2024-07-15,2024-07-17,Bengaluru,Kolkata,Ekart,Road,WH-South,13.64,304.7,118.23,4.0,Delivered
ORD10259,2024-11-20,2024-11-29,Pune,Bengaluru,Ekart,Rail,WH-East,53.24,916.1,323.35,3.0,Delivered
ORD10389,2024-07-11,2024-07-15,Bengaluru,Lucknow,  FedEx  ,Road,WH-Central,30.0,526.3,143.82,3.0,Delivered
ORD10990,2024-04-28,2024-05-03,Chennai,Bengaluru,FedEx,Road,WH-Central,28.44,541.9,213.52,4.0,Delivered
ORD10625,2024-09-27,2024-09-30,Lucknow,Bengaluru,BlueDart,Road,WH-North,69.32,551.2,367.22,3.0,Delivered
ORD10158,2024-03-01,2024-03-04,Hyderabad,Pune,Delhivery,Road,WH-West,87.62,388.0,446.9,4.0,Delivered
ORD10802,2024-11-20,2024-11-23,Delhi,Kolkata,Ekart,Road,WH-East,65.48,,302.51,3.0,Delivered
ORD10020,2024-09-11,2024-09-13,Lucknow,Delhi,Delhivery,Air,WH-North,10.65,286.1,176.09,5.0,Delivered
ORD10220,2024-11-02,,Mumbai,Kolkata,FedEx,Road,WH-North,12.44,151.2,147.92,5.0,In Transit
ORD10953,2024-10-28,,Mumbai,Lucknow,Delhivery,Rail,WH-West,23.23,583.9,179.85,4.0,Delayed
ORD10962,2024-02-17,2024-03-02,Chennai,Pune,Ekart,Sea,WH-Central,87.6,1201.8,490.33,4.0,Delivered
ORD10581,2024-06-16,2024-06-22,Chennai,Lucknow,Delhivery,Sea,WH-North,11.64,662.2,164.52,5.0,Delivered
ORD10294,2024-05-06,2024-05-10,Hyderabad,Lucknow,Delhivery,Road,WH-South,17.82,446.6,241.43,3.0,Delivered
ORD10360,2024-11-19,2024-11-24,Chennai,Ahmedabad,Delhivery,Road,WH-Central,65.0,421.7,370.62,5.0,Delivered
ORD11158,2024-07-23,2024-07-30,Hyderabad,Ahmedabad,Ekart,Road,WH-South,22.48,509.3,163.2,5.0,Delivered
ORD11080,2024-02-09,2024-02-13,Lucknow,Hyderabad,Ekart,Rail,WH-East,29.62,304.1,261.52,4.0,Delivered
ORD11092,06/11/2024,,Pune,Ahmedabad,FedEx,Air,WH-South,18.1,138.5,124.45,5.0,Delayed
ORD10631,2024-12-29,2025-01-01,Pune,Lucknow,DHL,Road,WH-North,17.09,415.6,70.04,5.0,Delivered
ORD11111,2024-01-19,,Bengaluru,Kolkata,  Delhivery  ,Sea,WH-North,25.52,1327.1,294.66,4.0,Delayed
ORD10474,2024-07-30,2024-08-12,Lucknow,Bengaluru,BlueDart,Sea,WH-Central,14.59,,198.4,1.0,Delivered
ORD10383,2024-04-19,2024-04-20,Lucknow,Delhi,XpressBees,Air,WH-South,37.21,173.9,236.86,4.0,Delivered
ORD10730,2024-06-06,2024-06-09,Bengaluru,Pune,BlueDart,Road,WH-West,99.78,423.6,535.05,3.0,Delivered
ORD11122,2024-10-03,2024-10-04,Mumbai,Jaipur,Ekart,Air,WH-Central,58.82,219.0,353.2,,Delivered
ORD10305,2024-02-19,,Kolkata,Hyderabad,XpressBees,Sea,WH-South,18.69,1288.3,160.79,1.0,In Transit
ORD10023,2024-08-20,2024-08-21,hyderabad,Chennai,XpressBees,Road,WH-Central,28.79,128.2,158.11,1.0,Delivered
ORD10600,2024-09-22,2024-09-27,mumbai,Kolkata,Delhivery,Rail,WH-West,14.87,322.7,114.04,2.0,Delivered
ORD10188,2024-10-09,2024-10-16,Chennai,Mumbai,Ekart,Sea,WH-East,24.65,558.8,221.52,3.0,Delivered
ORD11020,2024-06-07,2024-06-11,Chennai,Mumbai,XpressBees,Road,WH-East,21.78,563.8,1770.1433359144924,3.0,Delivered
ORD10356,2024-09-08,2024-09-12,Pune,Delhi,,Road,WH-South,32.74,418.1,237.2,,Delivered
ORD11144,2024-04-01,,Pune,Chennai,Ekart,Road,WH-South,13.12,,111.66,5.0,In Transit
ORD11052,2024-03-21,2024-03-24,Delhi,Mumbai,Ekart,Road,WH-East,15.8,280.8,119.78,5.0,Delivered
ORD10007,2024-06-05,2024-06-09,Pune,Ahmedabad,DHL,Road,WH-East,19.65,413.3,162.7,4.0,Delivered
ORD10569,2024-08-03,2024-08-07,Mumbai,Ahmedabad,Ekart,Road,WH-East,71.79,331.6,415.97,1.0,Delivered
ORD10616,2024-09-25,2024-09-26,Bengaluru,Kolkata,BlueDart,Air,WH-West,279.02513993605,125.7,52.23,4.0,Delivered
ORD11137,2024-11-19,2024-11-27,Lucknow,Bengaluru,DHL,Rail,WH-East,61.23,747.2,,,Delivered
ORD10215,2024-12-29,,Hyderabad,Lucknow,FedEx,Sea,WH-West,35.06,671.4,269.07,5.0,Delayed
ORD10109,2024-09-23,2024-09-24,Delhi,Ahmedabad,Delhivery,Road,WH-South,17.13,120.2,112.95,,Delivered
ORD10219,2024-12-01,,Bengaluru,Kolkata,FedEx,Air,WH-West,38.2,190.1,253.37,,Delayed
ORD11145,2024-09-07,2024-09-07,Bengaluru,Delhi,XpressBees,Air,WH-West,13.71,126.7,214.42,4.0,Delivered
ORD10991,2024-09-14,2024-09-24,lucknow,Ahmedabad,Ekart,Sea,WH-South,39.23,729.7,325.96,5.0,Delivered
ORD10203,2024-09-03,2024-09-09,Kolkata,Mumbai,FedEx,Road,WH-East,17.87,-457.4,70.0,,Delivered
ORD10878,2024-01-12,2024-01-16,Jaipur,Lucknow,FedEx,Rail,WH-East,33.59,611.8,218.58,2.0,Delivered
ORD10852,2024-06-03,2024-06-16,Mumbai,Delhi,FedEx,Sea,WH-East,17.37,1825.2,269.18,4.0,Delivered
ORD10027,2024-08-12,,Mumbai,Jaipur,Ekart,Rail,WH-East,47.57,755.8,283.15,5.0,In Transit
ORD10230,2024-09-13,2024-09-14,Bengaluru,Kolkata,DHL,Road,WH-North,23.85,191.1,190.8,5.0,Delivered
ORD10954,2024-09-23,2024-09-28,Chennai,Kolkata,XpressBees,Road,WH-North,38.91,586.2,218.89,5.0,Delivered
ORD10052,2024-02-02,,Hyderabad,Pune,FedEx,Air,WH-East,,205.7,269.54,4.0,Delayed
ORD10618,03/08/2024,2024-08-06,Lucknow,Pune,DHL,Road,WH-East,72.11,198.0,378.14,,Delivered
ORD10644,2024-10-23,2024-10-28,Kolkata,Pune,DHL,Road,WH-North,18.57,546.1,157.12,5.0,Delivered
ORD11068,2024-09-28,2024-10-01,hyderabad,Kolkata,Ekart,Road,WH-South,25.49,438.9,196.64,,Delivered
ORD10074,2024-08-10,2024-08-11,Ahmedabad,Chennai,BlueDart,Air,WH-East,37.36,102.1,156.1,4.0,Delivered
ORD10961,2024-08-20,2024-08-26,Chennai,Pune,Delhivery,Rail,WH-East,29.47,532.6,263.94,5.0,Delivered
ORD10046,2024-07-07,2024-07-09,Ahmedabad,Lucknow,DHL,Air,WH-South,26.5,273.5,205.25,4.0,Delivered
ORD10196,2024-04-12,,Ahmedabad,Pune,BlueDart,Air,WH-Central,35.26,215.7,151.69,,In Transit
ORD11127,2024-09-01,2024-09-03,Ahmedabad,Lucknow,XpressBees,Road,WH-Central,14.36,284.3,141.15,5.0,Delivered
ORD10522,2024-01-24,,Mumbai,Delhi,  DHL  ,Rail,WH-Central,34.89,,197.92,3.0,Delayed
ORD10703,2024-09-29,,Pune,Chennai,BlueDart,Road,WH-South,28.16,198.7,141.8,4.0,In Transit
ORD10126,2024-12-07,2024-12-08,Delhi,Bengaluru,BlueDart,Road,WH-East,36.18,172.1,242.12,5.0,Delivered
ORD10659,2024-11-04,2024-11-05,Chennai,Pune,FedEx,Air,WH-West,32.96,106.2,207.62,4.0,Delivered
ORD10758,2024-08-23,2024-08-27,Pune,Bengaluru,BlueDart,Road,WH-Central,52.07,292.8,316.48,4.0,Delivered
ORD10064,2024-06-01,2024-06-04,Bengaluru,Pune,BlueDart,Road,WH-Central,,411.7,,2.0,Delivered
ORD10357,2024-09-06,2024-09-12,Hyderabad,Bengaluru,Delhivery,Road,WH-Central,18.14,827.0,225.47,5.0,Delivered
ORD10923,2024-05-27,2024-05-30,Lucknow,Chennai,BlueDart,Road,WH-East,6.56,391.3,91.34,3.0,Delivered
ORD10725,2024-07-07,,Bengaluru,Delhi,XpressBees,Road,WH-Central,26.81,381.0,232.65,,Cancelled
ORD10938,2024-02-04,2024-02-13,Ahmedabad,Chennai,Delhivery,Sea,WH-North,33.38,910.6,281.18,1.0,Delivered
ORD10396,2024-01-04,2024-01-11,Delhi,Hyderabad,XpressBees,Rail,WH-Central,19.27,497.5,207.48,3.0,Delivered
ORD10576,2024-01-03,,Lucknow,Ahmedabad,Delhivery,Road,WH-Central,29.32,282.2,211.53,5.0,Delayed
ORD11032,2024-02-26,,Chennai,Lucknow,Delhivery,Road,WH-North,5.92,307.1,123.94,1.0,Delayed
ORD11079,2024-08-09,2024-08-09,Ahmedabad,Kolkata,FedEx,Air,WH-East,8.67,105.0,179.46,3.0,Delivered
ORD10353,18/12/2024,2024-12-22,Chennai,Ahmedabad,BlueDart,Road,WH-East,83.93,399.9,417.76,3.0,Delivered
ORD10062,2024-03-01,2024-03-05,Pune,Mumbai,XpressBees,Road,WH-Central,18.19,382.3,183.95,4.0,Delivered
ORD10218,2024-02-13,2024-02-17,jaipur,Bengaluru,FedEx,Rail,WH-Central,13.01,564.6,91.06,1.0,Delivered
ORD10769,2024-11-29,2024-12-03,Pune,Ahmedabad,FedEx,Road,WH-East,21.83,288.9,202.62,4.0,Delivered
ORD10338,2024-07-16,2024-07-19,Pune,Hyderabad,Delhivery,Road,WH-North,27.64,446.5,191.92,3.0,Delivered
ORD10434,2024-05-01,2024-05-08,Ahmedabad,Mumbai,Ekart,Rail,WH-Central,6.91,858.4,248.34,4.0,Delivered
ORD10275,2024-04-21,,Pune,Mumbai,BlueDart,Road,WH-North,8.35,551.9,38.85,5.0,Delayed
ORD10992,2024-08-12,2024-08-13,Ahmedabad,Chennai,XpressBees,Air,WH-Central,4.52,167.0,71.58,5.0,Delivered
ORD10942,2024-12-24,2024-12-27,Lucknow,Kolkata,Delhivery,Road,WH-East,82.96,539.4,440.65,4.0,Delivered
ORD10829,2024-09-02,2024-09-07,Ahmedabad,Mumbai,Ekart,Road,WH-South,49.48,566.0,372.4,5.0,Delivered
ORD11174,2024-01-19,2024-01-20,jaipur,Pune,BlueDart,Air,WH-North,20.61,150.4,168.68,3.0,Delivered
ORD11029,2024-10-09,2024-10-11,Delhi,Hyderabad,Delhivery,Road,WH-North,8.35,400.8,126.96,4.0,Delivered
ORD10695,14/11/2024,2024-11-19,Pune,Chennai,FedEx,Road,WH-South,25.67,396.9,212.0,1.0,Delivered
ORD10235,2024-12-09,2024-12-13,Ahmedabad,Chennai,,Road,WH-West,24.19,465.7,197.87,,Delivered
ORD10697,2024-10-25,,Kolkata,Chennai,,Road,WH-Central,26.13,352.6,167.18,3.0,Delayed
ORD10586,2024-03-09,2024-03-12,Mumbai,Bengaluru,Ekart,Rail,WH-West,54.32,280.9,259.5,4.0,Delivered
ORD10466,2024-01-29,2024-02-04,Pune,Kolkata,XpressBees,Rail,WH-East,22.86,572.0,143.39,,Delivered
ORD10428,2024-06-08,2024-06-21,Delhi,Lucknow,DHL,Sea,WH-Central,15.33,1139.9,158.64,4.0,Delivered
ORD10100,2024-06-14,2024-06-15,Chennai,Kolkata,XpressBees,Air,WH-East,95.55,111.8,447.66,5.0,Delivered
ORD10534,2024-08-12,2024-08-26,Kolkata,Chennai,FedEx,Sea,WH-North,22.42,1110.0,319.66,1.0,Delivered
ORD10182,2024-11-28,2024-12-02,bengaluru,Mumbai,  Ekart  ,Road,WH-Central,15.5,518.9,186.0,2.0,Delivered
ORD10332,2024-09-20,2024-09-23,Lucknow,Pune,Delhivery,Road,WH-Central,16.62,412.9,,4.0,Delivered
ORD10670,2024-01-24,2024-01-26,Delhi,Pune,BlueDart,Road,WH-North,21.95,184.0,195.77,4.0,Delivered
ORD10814,2024-09-12,2024-09-14,Bengaluru,Lucknow,BlueDart,Air,WH-Central,48.45,243.5,264.93,5.0,Delivered
ORD10628,2024-04-20,,Hyderabad,Mumbai,Ekart,Road,WH-East,20.75,380.1,195.71,5.0,In Transit
ORD10917,2024-11-10,2024-11-13,Jaipur,Chennai,DHL,Road,WH-West,44.67,246.3,266.56,3.0,Delivered
ORD10738,2024-05-17,2024-05-20,Delhi,Mumbai,XpressBees,Road,WH-Central,2.19,338.9,85.74,1.0,Delivered
ORD10258,2024-01-06,2024-01-08,Kolkata,Ahmedabad,Delhivery,Air,WH-Central,40.31,246.4,214.39,4.0,Delivered
ORD10138,2024-12-09,2024-12-18,Lucknow,Chennai,DHL,Sea,WH-North,56.0,1019.0,351.6,4.0,Delivered
ORD10588,2024-11-01,2024-11-02,chennai,Mumbai,Delhivery,Air,WH-North,27.74,122.6,137.1,5.0,Delivered
ORD11005,2024-02-23,2024-02-29,Lucknow,Ahmedabad,DHL,Sea,WH-South,37.53,574.3,275.33,3.0,Delivered
ORD10602,2024-09-22,,Delhi,Mumbai,Delhivery,Road,WH-South,22.13,465.9,151.5,3.0,Delayed
ORD10378,2024-07-18,2024-07-19,Delhi,Jaipur,Delhivery,Air,WH-Central,27.81,111.9,223.94,3.0,Delivered
ORD10594,2024-02-21,2024-02-26,Lucknow,Kolkata,DHL,Rail,WH-East,28.17,378.3,213.56,5.0,Delivered
ORD11115,2024-03-04,2024-03-05,Kolkata,Chennai,XpressBees,Air,WH-North,27.66,211.3,193.12,4.0,Delivered
ORD10587,2024-09-23,2024-09-26,Jaipur,Ahmedabad,Ekart,Road,WH-Central,60.31,236.8,295.75,4.0,Delivered
ORD10040,2024-11-01,2024-11-03,Jaipur,Hyderabad,DHL,Air,WH-North,1.23,141.1,30.77,5.0,Delivered
ORD10984,2024-02-24,2024-02-26,Lucknow,Mumbai,DHL,Road,WH-West,18.13,184.7,84.7,4.0,Delivered
ORD10891,2024-05-26,2024-05-31,Jaipur,Hyderabad,FedEx,Road,WH-East,16.87,407.9,113.71,1.0,Delivered
ORD10072,2024-04-10,,Delhi,Hyderabad,Delhivery,Rail,WH-South,41.63,735.3,360.98,5.0,In Transit
ORD10721,2024-03-11,2024-03-17,Pune,Bengaluru,BlueDart,Road,WH-West,,778.6,155.23,5.0,Delivered
ORD10504,2024-11-09,2024-11-12,Kolkata,Bengaluru,XpressBees,Road,WH-East,17.72,249.1,137.98,5.0,Delivered
ORD10548,2024-02-27,2024-03-02,Pune,Bengaluru,Delhivery,Rail,WH-West,,291.7,274.1,5.0,Delivered
ORD10084,2024-08-17,2024-08-18,Mumbai,Chennai,XpressBees,Air,WH-North,5.75,157.4,92.81,4.0,Delivered
ORD10032,2024-07-21,2024-07-25,Kolkata,Hyderabad,DHL,Rail,WH-South,18.94,675.4,199.23,5.0,Delivered
ORD10308,2024-10-20,2024-10-25,Chennai,Bengaluru,Ekart,Rail,WH-South,15.0,433.8,170.44,4.0,Delivered
ORD10598,2024-09-19,,Delhi,Pune,DHL,Road,WH-Central,25.68,536.6,252.08,5.0,In Transit
ORD10886,2024-04-14,2024-04-18,Kolkata,Ahmedabad,BlueDart,Road,WH-East,16.28,661.0,192.81,5.0,Delivered
ORD11102,2024-06-28,,Delhi,Chennai,DHL,Road,WH-North,36.98,369.6,203.89,4.0,In Transit
ORD10532,2024-07-05,2024-07-13,Mumbai,Chennai,  Delhivery  ,Rail,WH-Central,23.37,815.7,225.91,4.0,Delivered
ORD10191,2024-06-16,,kolkata,Delhi,DHL,Road,WH-West,,310.1,194.76,2.0,Delayed
ORD10570,2024-05-27,2024-05-30,Delhi,Mumbai,FedEx,Rail,WH-Central,15.21,521.7,174.51,4.0,Delivered
ORD11110,2024-04-29,2024-05-02,Jaipur,Mumbai,BlueDart,Road,WH-Central,33.11,246.4,,5.0,Delivered
ORD10529,2024-08-17,,bengaluru,Mumbai,XpressBees,Road,WH-East,34.92,278.2,219.37,5.0,Delayed
ORD10368,2024-04-22,,Chennai,Jaipur,DHL,Road,WH-Central,12.99,-229.5,55.97,4.0,Delayed
ORD10277,2024-07-06,,Delhi,Ahmedabad,FedEx,Road,WH-West,25.84,226.0,238.15,5.0,Cancelled
ORD10987,2024-10-13,2024-10-18,Mumbai,Lucknow,Delhivery,Sea,WH-South,29.8,716.5,326.09,4.0,Delivered
ORD10981,2024-06-06,2024-06-12,Pune,Chennai,DHL,Road,WH-East,21.62,436.9,217.6,2.0,Delivered
ORD10436,2024-01-10,2024-01-14,Jaipur,Lucknow,DHL,Road,WH-East,63.04,584.3,338.13,4.0,Delivered
ORD10070,2024-05-05,2024-05-06,Bengaluru,Ahmedabad,FedEx,Air,WH-North,57.92,94.4,324.85,5.0,Delivered
ORD11191,2024-11-25,2024-11-30,Chennai,Hyderabad,DHL,Road,WH-West,7.35,550.5,59.75,1.0,Delivered
ORD10539,2024-02-27,2024-02-29,Pune,Kolkata,Ekart,Road,WH-North,356.892620848436,314.4,100.7,4.0,Delivered
ORD10827,2024-08-23,2024-08-26,Ahmedabad,Mumbai,DHL,Road,WH-Central,69.12,524.1,401.99,3.0,Delivered
ORD10855,23/04/2024,2024-04-24,Chennai,Delhi,DHL,Air,WH-South,58.07,121.0,368.5,5.0,Delivered
ORD11072,2024-10-05,2024-10-09,Lucknow,Hyderabad,BlueDart,Road,WH-North,21.02,616.9,160.18,4.0,Delivered
ORD10776,2024-05-28,2024-05-31,chennai,Ahmedabad,Delhivery,Road,WH-South,23.31,,123.31,5.0,Delivered
ORD10527,2024-04-27,,Ahmedabad,Delhi,Ekart,Road,WH-East,21.64,,195.97,5.0,Cancelled
ORD11131,2024-07-27,2024-07-31,Hyderabad,Lucknow,Ekart,Road,WH-North,22.03,470.2,,4.0,Delivered
ORD10132,2024-09-21,2024-09-22,Chennai,Kolkata,FedEx,Air,WH-Central,60.51,115.3,253.76,3.0,Delivered
ORD10222,2024-03-08,2024-03-15,delhi,Kolkata,Ekart,Rail,WH-East,46.41,524.6,283.98,2.0,Delivered
ORD11187,2024-01-03,2024-01-06,Delhi,Lucknow,BlueDart,Road,WH-West,10.12,448.2,204.61,,Delivered
ORD10267,2024-12-09,2024-12-14,Delhi,Ahmedabad,XpressBees,Road,WH-South,25.03,586.1,158.45,4.0,Delivered
ORD10970,2024-10-03,,Hyderabad,Chennai,XpressBees,Air,WH-Central,14.03,126.8,111.06,4.0,Delayed
ORD10081,2024-11-14,2024-11-20,Mumbai,Hyderabad,FedEx,Rail,WH-South,4.53,481.3,38.55,2.0,Delivered
ORD11082,2024-12-08,2024-12-09,Kolkata,Hyderabad,FedEx,Road,WH-East,23.87,134.0,137.11,2.0,Delivered
ORD10610,2024-10-07,2024-10-10,Mumbai,Ahmedabad,BlueDart,Rail,WH-North,22.13,227.7,129.89,4.0,Delivered
ORD10115,2024-08-24,2024-08-28,Kolkata,Ahmedabad,,Road,WH-East,20.42,315.7,182.83,5.0,Delivered
ORD10699,2024-09-29,2024-09-30,Pune,Mumbai,BlueDart,Air,WH-East,43.43,213.2,302.87,,Delivered
ORD10412,2024-05-10,,Jaipur,Ahmedabad,DHL,Air,WH-East,20.67,187.3,203.51,4.0,In Transit
ORD10888,2024-03-19,,Chennai,Delhi,Delhivery,Road,WH-Central,8.66,533.6,194.36,5.0,Delayed
ORD10208,2024-02-15,2024-02-25,Mumbai,Jaipur,  FedEx  ,Sea,WH-North,20.67,628.8,201.01,3.0,Delivered
ORD10344,2024-11-27,2024-11-29,Ahmedabad,Pune,XpressBees,Air,WH-North,8.51,197.8,149.83,,Delivered
ORD10329,2024-02-16,2024-02-18,Delhi,Pune,DHL,Road,WH-North,18.68,203.9,153.6,4.0,Delivered
ORD11114,2024-11-12,2024-11-15,Mumbai,Bengaluru,BlueDart,Road,WH-South,8.27,282.0,61.47,3.0,Delivered
ORD10014,2024-03-29,,Lucknow,Jaipur,FedEx,Road,WH-East,30.38,317.8,243.41,5.0,Delayed
ORD10306,2024-04-10,2024-04-15,Jaipur,Chennai,  XpressBees  ,Road,WH-West,10.0,502.3,172.56,4.0,Delivered
ORD10485,2024-11-12,2024-11-18,Chennai,Mumbai,XpressBees,Rail,WH-West,23.67,490.2,216.65,4.0,Delivered
ORD10819,2024-10-30,2024-10-31,Lucknow,Ahmedabad,Delhivery,Air,WH-South,49.62,159.0,323.12,4.0,Delivered
ORD10722,2024-06-28,2024-06-30,Ahmedabad,Jaipur,Ekart,Air,WH-East,44.08,153.0,240.41,5.0,Delivered
ORD10729,2024-05-11,2024-05-17,Bengaluru,Kolkata,,Road,WH-West,18.76,482.5,150.67,2.0,Delivered
ORD10680,2024-01-23,2024-01-28,Hyderabad,Jaipur,BlueDart,Rail,WH-Central,40.33,464.2,313.61,5.0,Delivered
ORD11031,2024-08-05,2024-08-07,Lucknow,Kolkata,FedEx,Air,WH-North,19.87,140.7,202.67,5.0,Delivered
ORD11170,2024-04-25,2024-05-05,Chennai,Hyderabad,Delhivery,Sea,WH-East,44.41,925.4,350.29,5.0,Delivered
ORD10957,2024-03-23,2024-04-04,Kolkata,Delhi,XpressBees,Sea,WH-Central,,1189.0,158.16,4.0,Delivered
ORD10988,2024-11-19,2024-11-24,Mumbai,Chennai,FedEx,Road,WH-South,81.97,706.2,480.6,5.0,Delivered
ORD11103,2024-04-20,2024-04-24,Jaipur,Mumbai,XpressBees,Road,WH-West,13.43,436.7,142.24,2.0,Delivered
ORD10006,2024-09-23,2024-09-26,Delhi,Mumbai,XpressBees,Road,WH-North,,226.2,282.01,5.0,Delivered
ORD10978,2024-12-07,2024-12-13,Kolkata,Chennai,DHL,Rail,WH-East,10.54,699.0,98.08,3.0,Delivered
ORD10817,2024-12-16,2024-12-21,Kolkata,Hyderabad,Delhivery,Road,WH-Central,69.55,446.1,384.83,4.0,Delivered
ORD10367,2024-12-28,2024-12-31,Hyderabad,Pune,Delhivery,Road,WH-East,10.47,366.6,178.58,3.0,Delivered
